Device;Datetime;"Humidity ext (%)";"Temp ext (C)";
"K-B3 ACOEM SW 5";2024-05-05 03:00:00;79,14;11,53;
"K-B3 ACOEM SW 5";2024-05-05 02:00:00;81,41;11,22;
"K-B3 ACOEM SW 5";2024-05-05 01:00:00;81,48;11,10;
"K-B3 ACOEM SW 5";2024-05-05 00:00:00;79,63;11,49;
"K-B3 ACOEM SW 5";2024-05-04 23:00:00;78,56;11,86;
"K-B3 ACOEM SW 5";2024-05-04 22:00:00;74,59;12,89;
"K-B3 ACOEM SW 5";2024-05-04 21:00:00;70,03;14,21;
"K-B3 ACOEM SW 5";2024-05-04 20:00:00;62,00;16,71;
"K-B3 ACOEM SW 5";2024-05-04 19:00:00;57,58;18,12;
"K-B3 ACOEM SW 5";2024-05-04 18:00:00;57,28;16,77;
"K-B3 ACOEM SW 5";2024-05-04 17:00:00;56,79;16,85;
"K-B3 ACOEM SW 5";2024-05-04 16:00:00;56,07;17,22;
"K-B3 ACOEM SW 5";2024-05-04 15:00:00;52,56;17,76;
"K-B3 ACOEM SW 5";2024-05-04 14:00:00;48,88;18,90;
"K-B3 ACOEM SW 5";2024-05-04 13:00:00;49,83;18,09;
"K-B3 ACOEM SW 5";2024-05-04 12:00:00;53,58;16,19;
"K-B3 ACOEM SW 5";2024-05-04 11:00:00;48,53;16,02;
"K-B3 ACOEM SW 5";2024-05-04 10:00:00;47,91;15,83;
"K-B3 ACOEM SW 5";2024-05-04 09:00:00;48,89;15,15;
"K-B3 ACOEM SW 5";2024-05-04 08:00:00;51,19;13,57;
"K-B3 ACOEM SW 5";2024-05-04 07:00:00;52,90;12,67;
"K-B3 ACOEM SW 5";2024-05-04 06:00:00;52,07;12,88;
"K-B3 ACOEM SW 5";2024-05-04 05:00:00;50,14;13,45;
"K-B3 ACOEM SW 5";2024-05-04 04:00:00;48,74;13,91;
"K-B3 ACOEM SW 5";2024-05-04 03:00:00;47,49;14,32;
"K-B3 ACOEM SW 5";2024-05-04 02:00:00;46,40;14,85;
"K-B3 ACOEM SW 5";2024-05-04 01:00:00;45,84;15,36;
"K-B3 ACOEM SW 5";2024-05-04 00:00:00;45,03;15,89;
"K-B3 ACOEM SW 5";2024-05-03 23:00:00;43,41;16,60;
"K-B3 ACOEM SW 5";2024-05-03 22:00:00;41,43;17,41;
"K-B3 ACOEM SW 5";2024-05-03 21:00:00;38,65;18,36;
"K-B3 ACOEM SW 5";2024-05-03 20:00:00;35,19;19,30;
"K-B3 ACOEM SW 5";2024-05-03 19:00:00;34,05;19,61;
"K-B3 ACOEM SW 5";2024-05-03 18:00:00;34,02;19,36;
"K-B3 ACOEM SW 5";2024-05-03 17:00:00;34,74;19,30;
"K-B3 ACOEM SW 5";2024-05-03 16:00:00;36,36;18,75;
"K-B3 ACOEM SW 5";2024-05-03 15:00:00;38,00;18,54;
"K-B3 ACOEM SW 5";2024-05-03 14:00:00;39,34;18,03;
"K-B3 ACOEM SW 5";2024-05-03 13:00:00;39,60;17,60;
"K-B3 ACOEM SW 5";2024-05-03 12:00:00;39,82;16,88;
"K-B3 ACOEM SW 5";2024-05-03 11:00:00;40,90;16,01;
"K-B3 ACOEM SW 5";2024-05-03 10:00:00;41,74;15,06;
"K-B3 ACOEM SW 5";2024-05-03 09:00:00;42,71;14,00;
"K-B3 ACOEM SW 5";2024-05-03 08:00:00;44,71;13,06;
"K-B3 ACOEM SW 5";2024-05-03 07:00:00;45,11;12,35;
"K-B3 ACOEM SW 5";2024-05-03 06:00:00;45,15;12,29;
"K-B3 ACOEM SW 5";2024-05-03 05:00:00;43,57;12,79;
"K-B3 ACOEM SW 5";2024-05-03 04:00:00;42,62;13,21;
"K-B3 ACOEM SW 5";2024-05-03 03:00:00;44,68;13,66;
"K-B3 ACOEM SW 5";2024-05-03 02:00:00;44,06;14,26;
"K-B3 ACOEM SW 5";2024-05-03 01:00:00;42,62;15,00;
"K-B3 ACOEM SW 5";2024-05-03 00:00:00;40,41;15,69;
"K-B3 ACOEM SW 5";2024-05-02 23:00:00;42,37;15,98;
"K-B3 ACOEM SW 5";2024-05-02 22:00:00;45,17;16,14;
"K-B3 ACOEM SW 5";2024-05-02 21:00:00;44,10;17,04;
"K-B3 ACOEM SW 5";2024-05-02 20:00:00;40,21;18,20;
"K-B3 ACOEM SW 5";2024-05-02 19:00:00;33,45;18,78;
"K-B3 ACOEM SW 5";2024-05-02 18:00:00;33,47;18,92;
"K-B3 ACOEM SW 5";2024-05-02 17:00:00;32,68;18,75;
"K-B3 ACOEM SW 5";2024-05-02 16:00:00;34,11;18,09;
"K-B3 ACOEM SW 5";2024-05-02 15:00:00;36,41;18,52;
"K-B3 ACOEM SW 5";2024-05-02 14:00:00;38,14;18,42;
"K-B3 ACOEM SW 5";2024-05-02 13:00:00;40,14;17,35;
"K-B3 ACOEM SW 5";2024-05-02 12:00:00;40,05;17,39;
"K-B3 ACOEM SW 5";2024-05-02 11:00:00;41,44;16,81;
"K-B3 ACOEM SW 5";2024-05-02 10:00:00;42,38;15,98;
"K-B3 ACOEM SW 5";2024-05-02 09:00:00;43,39;15,03;
"K-B3 ACOEM SW 5";2024-05-02 08:00:00;44,87;14,27;
"K-B3 ACOEM SW 5";2024-05-02 07:00:00;45,03;13,76;
"K-B3 ACOEM SW 5";2024-05-02 06:00:00;43,59;13,91;
"K-B3 ACOEM SW 5";2024-05-02 05:00:00;42,84;14,29;
"K-B3 ACOEM SW 5";2024-05-02 04:00:00;42,56;14,69;
"K-B3 ACOEM SW 5";2024-05-02 03:00:00;43,84;15,23;
"K-B3 ACOEM SW 5";2024-05-02 02:00:00;46,24;15,65;
"K-B3 ACOEM SW 5";2024-05-02 01:00:00;44,47;16,28;
"K-B3 ACOEM SW 5";2024-05-02 00:00:00;44,75;16,33;
"K-B3 ACOEM SW 5";2024-05-01 23:00:00;45,93;16,32;
"K-B3 ACOEM SW 5";2024-05-01 22:00:00;45,16;16,61;
"K-B3 ACOEM SW 5";2024-05-01 21:00:00;43,09;17,27;
"K-B3 ACOEM SW 5";2024-05-01 20:00:00;39,99;17,72;
"K-B3 ACOEM SW 5";2024-05-01 19:00:00;40,84;17,39;
"K-B3 ACOEM SW 5";2024-05-01 18:00:00;41,24;17,56;
"K-B3 ACOEM SW 5";2024-05-01 17:00:00;40,77;17,40;
"K-B3 ACOEM SW 5";2024-05-01 16:00:00;45,42;16,18;
"K-B3 ACOEM SW 5";2024-05-01 15:00:00;40,47;16,06;
"K-B3 ACOEM SW 5";2024-05-01 14:00:00;40,29;16,63;
"K-B3 ACOEM SW 5";2024-05-01 13:00:00;42,67;15,70;
"K-B3 ACOEM SW 5";2024-05-01 12:00:00;45,04;15,01;
"K-B3 ACOEM SW 5";2024-05-01 11:00:00;47,14;14,26;
"K-B3 ACOEM SW 5";2024-05-01 10:00:00;51,62;13,62;
"K-B3 ACOEM SW 5";2024-05-01 09:00:00;65,06;12,13;
"K-B3 ACOEM SW 5";2024-05-01 08:00:00;71,60;11,11;
"K-B3 ACOEM SW 5";2024-05-01 07:00:00;76,60;10,37;
"K-B3 ACOEM SW 5";2024-05-01 06:00:00;79,00;10,23;
"K-B3 ACOEM SW 5";2024-05-01 05:00:00;80,77;10,32;
"K-B3 ACOEM SW 5";2024-05-01 04:00:00;79,59;10,70;
"K-B3 ACOEM SW 5";2024-05-01 03:00:00;70,67;12,02;
"K-B3 ACOEM SW 5";2024-05-01 02:00:00;64,90;12,70;
"K-B3 ACOEM SW 5";2024-05-01 01:00:00;70,18;12,01;
"K-B3 ACOEM SW 5";2024-05-01 00:00:00;64,26;12,85;
"K-B3 ACOEM SW 5";2024-04-30 23:00:00;68,57;12,65;
"K-B3 ACOEM SW 5";2024-04-30 22:00:00;69,56;12,80;
"K-B3 ACOEM SW 5";2024-04-30 21:00:00;71,11;12,52;
"K-B3 ACOEM SW 5";2024-04-30 20:00:00;76,39;11,75;
"K-B3 ACOEM SW 5";2024-04-30 19:00:00;72,37;12,16;
"K-B3 ACOEM SW 5";2024-04-30 18:00:00;71,89;11,98;
"K-B3 ACOEM SW 5";2024-04-30 17:00:00;70,30;12,08;
"K-B3 ACOEM SW 5";2024-04-30 16:00:00;69,53;12,42;
"K-B3 ACOEM SW 5";2024-04-30 15:00:00;72,43;12,43;
"K-B3 ACOEM SW 5";2024-04-30 14:00:00;74,90;12,67;
"K-B3 ACOEM SW 5";2024-04-30 13:00:00;78,53;12,83;
"K-B3 ACOEM SW 5";2024-04-30 12:00:00;89,63;9,96;
"K-B3 ACOEM SW 5";2024-04-30 11:00:00;89,85;9,10;
"K-B3 ACOEM SW 5";2024-04-30 10:00:00;87,69;8,87;
"K-B3 ACOEM SW 5";2024-04-30 09:00:00;92,60;7,16;
"K-B3 ACOEM SW 5";2024-04-30 08:00:00;91,93;6,70;
"K-B3 ACOEM SW 5";2024-04-30 07:00:00;94,14;6,18;
"K-B3 ACOEM SW 5";2024-04-30 06:00:00;94,33;5,71;
"K-B3 ACOEM SW 5";2024-04-30 05:00:00;94,17;5,54;
"K-B3 ACOEM SW 5";2024-04-30 04:00:00;93,32;5,67;
"K-B3 ACOEM SW 5";2024-04-30 03:00:00;91,63;6,29;
"K-B3 ACOEM SW 5";2024-04-30 02:00:00;90,17;7,30;
"K-B3 ACOEM SW 5";2024-04-30 01:00:00;91,39;7,47;
"K-B3 ACOEM SW 5";2024-04-30 00:00:00;89,48;7,79;
"K-B3 ACOEM SW 5";2024-04-29 23:00:00;89,20;8,44;
"K-B3 ACOEM SW 5";2024-04-29 22:00:00;87,08;9,30;
"K-B3 ACOEM SW 5";2024-04-29 21:00:00;75,09;11,15;
"K-B3 ACOEM SW 5";2024-04-29 20:00:00;80,05;11,09;
"K-B3 ACOEM SW 5";2024-04-29 19:00:00;78,53;11,40;
"K-B3 ACOEM SW 5";2024-04-29 18:00:00;74,85;12,09;
"K-B3 ACOEM SW 5";2024-04-29 17:00:00;73,97;12,33;
"K-B3 ACOEM SW 5";2024-04-29 16:00:00;70,16;13,50;
"K-B3 ACOEM SW 5";2024-04-29 15:00:00;70,97;13,00;
"K-B3 ACOEM SW 5";2024-04-29 14:00:00;71,64;12,72;
"K-B3 ACOEM SW 5";2024-04-29 13:00:00;75,44;12,02;
"K-B3 ACOEM SW 5";2024-04-29 12:00:00;82,53;10,43;
"K-B3 ACOEM SW 5";2024-04-29 11:00:00;85,95;9,86;
"K-B3 ACOEM SW 5";2024-04-29 10:00:00;89,21;9,06;
"K-B3 ACOEM SW 5";2024-04-29 09:00:00;91,06;8,39;
"K-B3 ACOEM SW 5";2024-04-29 08:00:00;92,31;7,89;
"K-B3 ACOEM SW 5";2024-04-29 07:00:00;92,29;7,55;
"K-B3 ACOEM SW 5";2024-04-29 06:00:00;91,48;7,73;
"K-B3 ACOEM SW 5";2024-04-29 05:00:00;90,11;8,07;
"K-B3 ACOEM SW 5";2024-04-29 04:00:00;89,57;8,30;
"K-B3 ACOEM SW 5";2024-04-29 03:00:00;88,82;9,05;
"K-B3 ACOEM SW 5";2024-04-29 02:00:00;93,39;9,26;
"K-B3 ACOEM SW 5";2024-04-29 01:00:00;93,37;8,99;
"K-B3 ACOEM SW 5";2024-04-29 00:00:00;91,89;8,79;
"K-B3 ACOEM SW 5";2024-04-28 23:00:00;92,72;8,21;
"K-B3 ACOEM SW 5";2024-04-28 22:00:00;92,60;7,97;
"K-B3 ACOEM SW 5";2024-04-28 21:00:00;89,64;8,30;
"K-B3 ACOEM SW 5";2024-04-28 20:00:00;87,91;8,59;
"K-B3 ACOEM SW 5";2024-04-28 19:00:00;84,52;8,95;
"K-B3 ACOEM SW 5";2024-04-28 18:00:00;83,36;9,10;
"K-B3 ACOEM SW 5";2024-04-28 17:00:00;84,57;8,65;
"K-B3 ACOEM SW 5";2024-04-28 16:00:00;86,92;8,03;
"K-B3 ACOEM SW 5";2024-04-28 15:00:00;89,94;7,56;
"K-B3 ACOEM SW 5";2024-04-28 14:00:00;92,05;7,16;
"K-B3 ACOEM SW 5";2024-04-28 13:00:00;92,04;6,89;
"K-B3 ACOEM SW 5";2024-04-28 12:00:00;90,49;6,83;
"K-B3 ACOEM SW 5";2024-04-28 11:00:00;90,25;6,68;
"K-B3 ACOEM SW 5";2024-04-28 10:00:00;91,15;6,31;
"K-B3 ACOEM SW 5";2024-04-28 09:00:00;92,21;5,86;
"K-B3 ACOEM SW 5";2024-04-28 08:00:00;91,56;5,62;
"K-B3 ACOEM SW 5";2024-04-28 07:00:00;92,08;5,89;
"K-B3 ACOEM SW 5";2024-04-28 06:00:00;93,92;5,96;
"K-B3 ACOEM SW 5";2024-04-28 05:00:00;92,90;5,88;
"K-B3 ACOEM SW 5";2024-04-28 04:00:00;91,55;6,11;
"K-B3 ACOEM SW 5";2024-04-28 03:00:00;89,32;6,12;
"K-B3 ACOEM SW 5";2024-04-28 02:00:00;82,90;6,75;
"K-B3 ACOEM SW 5";2024-04-28 01:00:00;79,73;7,70;
"K-B3 ACOEM SW 5";2024-04-28 00:00:00;79,14;7,63;
"K-B3 ACOEM SW 5";2024-04-27 23:00:00;78,77;7,44;
"K-B3 ACOEM SW 5";2024-04-27 22:00:00;77,19;7,23;
"K-B3 ACOEM SW 5";2024-04-27 21:00:00;75,19;7,06;
"K-B3 ACOEM SW 5";2024-04-27 20:00:00;71,37;7,36;
"K-B3 ACOEM SW 5";2024-04-27 19:00:00;68,86;7,76;
"K-B3 ACOEM SW 5";2024-04-27 18:00:00;66,12;8,60;
"K-B3 ACOEM SW 5";2024-04-27 17:00:00;64,48;9,08;
"K-B3 ACOEM SW 5";2024-04-27 16:00:00;67,86;8,72;
"K-B3 ACOEM SW 5";2024-04-27 15:00:00;67,44;8,39;
"K-B3 ACOEM SW 5";2024-04-27 14:00:00;64,97;8,65;
"K-B3 ACOEM SW 5";2024-04-27 13:00:00;68,31;8,30;
"K-B3 ACOEM SW 5";2024-04-27 12:00:00;67,68;8,30;
"K-B3 ACOEM SW 5";2024-04-27 11:00:00;68,91;7,71;
"K-B3 ACOEM SW 5";2024-04-27 10:00:00;72,74;6,56;
"K-B3 ACOEM SW 5";2024-04-27 09:00:00;71,63;6,46;
"K-B3 ACOEM SW 5";2024-04-27 08:00:00;75,69;4,80;
"K-B3 ACOEM SW 5";2024-04-27 07:00:00;80,94;3,43;
"K-B3 ACOEM SW 5";2024-04-27 06:00:00;81,97;3,17;
"K-B3 ACOEM SW 5";2024-04-27 05:00:00;79,63;3,29;
"K-B3 ACOEM SW 5";2024-04-27 04:00:00;76,76;3,60;
"K-B3 ACOEM SW 5";2024-04-27 03:00:00;74,06;4,00;
"K-B3 ACOEM SW 5";2024-04-27 02:00:00;70,73;4,57;
"K-B3 ACOEM SW 5";2024-04-27 01:00:00;67,80;5,13;
"K-B3 ACOEM SW 5";2024-04-27 00:00:00;67,12;5,37;
"K-B3 ACOEM SW 5";2024-04-26 23:00:00;63,81;5,98;
"K-B3 ACOEM SW 5";2024-04-26 22:00:00;58,90;7,05;
"K-B3 ACOEM SW 5";2024-04-26 21:00:00;52,96;8,14;
"K-B3 ACOEM SW 5";2024-04-26 20:00:00;51,23;8,58;
"K-B3 ACOEM SW 5";2024-04-26 19:00:00;55,63;8,96;
"K-B3 ACOEM SW 5";2024-04-26 18:00:00;57,27;9,28;
"K-B3 ACOEM SW 5";2024-04-26 17:00:00;56,95;9,82;
"K-B3 ACOEM SW 5";2024-04-26 16:00:00;58,32;9,79;
"K-B3 ACOEM SW 5";2024-04-26 15:00:00;63,05;9,42;
"K-B3 ACOEM SW 5";2024-04-26 14:00:00;68,26;9,15;
"K-B3 ACOEM SW 5";2024-04-26 13:00:00;69,05;9,06;
"K-B3 ACOEM SW 5";2024-04-26 12:00:00;72,70;8,40;
"K-B3 ACOEM SW 5";2024-04-26 11:00:00;78,81;6,91;
"K-B3 ACOEM SW 5";2024-04-26 10:00:00;77,26;6,98;
"K-B3 ACOEM SW 5";2024-04-26 09:00:00;82,66;5,02;
"K-B3 ACOEM SW 5";2024-04-26 08:00:00;84,58;3,94;
"K-B3 ACOEM SW 5";2024-04-26 07:00:00;85,13;3,59;
"K-B3 ACOEM SW 5";2024-04-26 06:00:00;85,28;3,74;
"K-B3 ACOEM SW 5";2024-04-26 05:00:00;85,46;4,15;
"K-B3 ACOEM SW 5";2024-04-26 04:00:00;84,46;4,65;
"K-B3 ACOEM SW 5";2024-04-26 03:00:00;83,79;5,10;
"K-B3 ACOEM SW 5";2024-04-26 02:00:00;81,01;5,67;
"K-B3 ACOEM SW 5";2024-04-26 01:00:00;80,16;5,46;
"K-B3 ACOEM SW 5";2024-04-26 00:00:00;76,26;6,10;
"K-B3 ACOEM SW 5";2024-04-25 23:00:00;76,98;6,30;
"K-B3 ACOEM SW 5";2024-04-25 22:00:00;76,79;6,43;
"K-B3 ACOEM SW 5";2024-04-25 21:00:00;71,56;7,06;
"K-B3 ACOEM SW 5";2024-04-25 20:00:00;67,30;8,37;
"K-B3 ACOEM SW 5";2024-04-25 19:00:00;68,03;8,98;
"K-B3 ACOEM SW 5";2024-04-25 18:00:00;62,84;9,62;
"K-B3 ACOEM SW 5";2024-04-25 17:00:00;64,51;9,32;
"K-B3 ACOEM SW 5";2024-04-25 16:00:00;64,78;9,60;
"K-B3 ACOEM SW 5";2024-04-25 15:00:00;66,65;9,05;
"K-B3 ACOEM SW 5";2024-04-25 14:00:00;79,42;7,29;
"K-B3 ACOEM SW 5";2024-04-25 13:00:00;87,03;4,90;
"K-B3 ACOEM SW 5";2024-04-25 12:00:00;87,48;4,47;
"K-B3 ACOEM SW 5";2024-04-25 11:00:00;89,10;4,21;
"K-B3 ACOEM SW 5";2024-04-25 10:00:00;90,48;3,58;
"K-B3 ACOEM SW 5";2024-04-25 09:00:00;88,64;3,49;
"K-B3 ACOEM SW 5";2024-04-25 08:00:00;87,73;3,22;
"K-B3 ACOEM SW 5";2024-04-25 07:00:00;86,40;3,26;
"K-B3 ACOEM SW 5";2024-04-25 06:00:00;83,60;3,60;
"K-B3 ACOEM SW 5";2024-04-25 05:00:00;82,07;3,89;
"K-B3 ACOEM SW 5";2024-04-25 04:00:00;82,03;3,63;
"K-B3 ACOEM SW 5";2024-04-25 03:00:00;83,09;3,51;
"K-B3 ACOEM SW 5";2024-04-25 02:00:00;82,33;3,69;
"K-B3 ACOEM SW 5";2024-04-25 01:00:00;78,44;4,45;
"K-B3 ACOEM SW 5";2024-04-25 00:00:00;72,94;5,28;
"K-B3 ACOEM SW 5";2024-04-24 23:00:00;71,98;5,56;
"K-B3 ACOEM SW 5";2024-04-24 22:00:00;71,94;5,81;
"K-B3 ACOEM SW 5";2024-04-24 21:00:00;69,56;6,21;
"K-B3 ACOEM SW 5";2024-04-24 20:00:00;68,04;6,67;
"K-B3 ACOEM SW 5";2024-04-24 19:00:00;67,11;6,92;
"K-B3 ACOEM SW 5";2024-04-24 18:00:00;57,33;9,35;
"K-B3 ACOEM SW 5";2024-04-24 17:00:00;50,55;11,50;
"K-B3 ACOEM SW 5";2024-04-24 16:00:00;51,32;11,03;
"K-B3 ACOEM SW 5";2024-04-24 15:00:00;48,23;11,81;
"K-B3 ACOEM SW 5";2024-04-24 14:00:00;47,63;11,42;
"K-B3 ACOEM SW 5";2024-04-24 13:00:00;47,04;10,90;
"K-B3 ACOEM SW 5";2024-04-24 12:00:00;47,60;9,77;
"K-B3 ACOEM SW 5";2024-04-24 11:00:00;45,83;9,64;
"K-B3 ACOEM SW 5";2024-04-24 10:00:00;48,59;8,84;
"K-B3 ACOEM SW 5";2024-04-24 09:00:00;50,42;7,38;
"K-B3 ACOEM SW 5";2024-04-24 08:00:00;54,56;5,41;
"K-B3 ACOEM SW 5";2024-04-24 07:00:00;57,81;4,01;
"K-B3 ACOEM SW 5";2024-04-24 06:00:00;57,94;3,76;
"K-B3 ACOEM SW 5";2024-04-24 05:00:00;56,92;4,16;
"K-B3 ACOEM SW 5";2024-04-24 04:00:00;58,30;4,15;
"K-B3 ACOEM SW 5";2024-04-24 03:00:00;62,30;3,97;
"K-B3 ACOEM SW 5";2024-04-24 02:00:00;64,66;4,33;
"K-B3 ACOEM SW 5";2024-04-24 01:00:00;62,24;5,45;
"K-B3 ACOEM SW 5";2024-04-24 00:00:00;58,94;6,02;
"K-B3 ACOEM SW 5";2024-04-23 23:00:00;52,80;6,64;
"K-B3 ACOEM SW 5";2024-04-23 22:00:00;52,46;7,38;
"K-B3 ACOEM SW 5";2024-04-23 21:00:00;49,08;7,82;
"K-B3 ACOEM SW 5";2024-04-23 20:00:00;49,49;8,08;
"K-B3 ACOEM SW 5";2024-04-23 19:00:00;50,97;8,20;
"K-B3 ACOEM SW 5";2024-04-23 18:00:00;51,80;8,44;
"K-B3 ACOEM SW 5";2024-04-23 17:00:00;50,93;8,77;
"K-B3 ACOEM SW 5";2024-04-23 16:00:00;51,84;9,01;
"K-B3 ACOEM SW 5";2024-04-23 15:00:00;52,69;8,93;
"K-B3 ACOEM SW 5";2024-04-23 14:00:00;57,70;8,92;
"K-B3 ACOEM SW 5";2024-04-23 13:00:00;57,37;9,04;
"K-B3 ACOEM SW 5";2024-04-23 12:00:00;50,93;9,82;
"K-B3 ACOEM SW 5";2024-04-23 11:00:00;44,39;9,94;
"K-B3 ACOEM SW 5";2024-04-23 10:00:00;47,00;8,87;
"K-B3 ACOEM SW 5";2024-04-23 09:00:00;59,53;6,49;
"K-B3 ACOEM SW 5";2024-04-23 08:00:00;65,49;4,92;
"K-B3 ACOEM SW 5";2024-04-23 07:00:00;65,60;4,50;
"K-B3 ACOEM SW 5";2024-04-23 06:00:00;65,65;4,48;
"K-B3 ACOEM SW 5";2024-04-23 05:00:00;63,52;4,87;
"K-B3 ACOEM SW 5";2024-04-23 04:00:00;62,49;4,88;
"K-B3 ACOEM SW 5";2024-04-23 03:00:00;64,18;4,46;
"K-B3 ACOEM SW 5";2024-04-23 02:00:00;67,73;4,14;
"K-B3 ACOEM SW 5";2024-04-23 01:00:00;70,36;4,60;
"K-B3 ACOEM SW 5";2024-04-23 00:00:00;73,26;4,81;
"K-B3 ACOEM SW 5";2024-04-22 23:00:00;73,58;5,17;
"K-B3 ACOEM SW 5";2024-04-22 22:00:00;73,90;5,71;
"K-B3 ACOEM SW 5";2024-04-22 21:00:00;68,91;6,96;
"K-B3 ACOEM SW 5";2024-04-22 20:00:00;64,56;7,83;
"K-B3 ACOEM SW 5";2024-04-22 19:00:00;62,83;7,87;
"K-B3 ACOEM SW 5";2024-04-22 18:00:00;58,27;8,15;
"K-B3 ACOEM SW 5";2024-04-22 17:00:00;54,08;8,62;
"K-B3 ACOEM SW 5";2024-04-22 16:00:00;51,73;9,00;
"K-B3 ACOEM SW 5";2024-04-22 15:00:00;50,20;9,19;
"K-B3 ACOEM SW 5";2024-04-22 14:00:00;50,31;8,92;
"K-B3 ACOEM SW 5";2024-04-22 13:00:00;50,97;8,64;
"K-B3 ACOEM SW 5";2024-04-22 12:00:00;55,73;7,43;
"K-B3 ACOEM SW 5";2024-04-22 11:00:00;61,17;6,79;
"K-B3 ACOEM SW 5";2024-04-22 10:00:00;63,77;6,73;
"K-B3 ACOEM SW 5";2024-04-22 09:00:00;61,09;5,16;
"K-B3 ACOEM SW 5";2024-04-22 08:00:00;72,45;2,07;
"K-B3 ACOEM SW 5";2024-04-22 07:00:00;82,60;0,27;
"K-B3 ACOEM SW 5";2024-04-22 06:00:00;82,70;0,21;
"K-B3 ACOEM SW 5";2024-04-22 05:00:00;78,33;0,80;
"K-B3 ACOEM SW 5";2024-04-22 04:00:00;75,44;1,25;
"K-B3 ACOEM SW 5";2024-04-22 03:00:00;71,92;1,82;
"K-B3 ACOEM SW 5";2024-04-22 02:00:00;66,46;2,94;
"K-B3 ACOEM SW 5";2024-04-22 01:00:00;61,94;3,60;
"K-B3 ACOEM SW 5";2024-04-22 00:00:00;56,80;4,01;
"K-B3 ACOEM SW 5";2024-04-21 23:00:00;49,04;4,98;
"K-B3 ACOEM SW 5";2024-04-21 22:00:00;40,28;6,60;
"K-B3 ACOEM SW 5";2024-04-21 21:00:00;32,07;9,08;
"K-B3 ACOEM SW 5";2024-04-21 20:00:00;30,30;10,23;
"K-B3 ACOEM SW 5";2024-04-21 19:00:00;32,73;10,51;
"K-B3 ACOEM SW 5";2024-04-21 18:00:00;36,30;10,18;
"K-B3 ACOEM SW 5";2024-04-21 17:00:00;42,86;9,95;
"K-B3 ACOEM SW 5";2024-04-21 16:00:00;45,31;10,02;
"K-B3 ACOEM SW 5";2024-04-21 15:00:00;45,73;9,99;
"K-B3 ACOEM SW 5";2024-04-21 14:00:00;42,54;10,06;
"K-B3 ACOEM SW 5";2024-04-21 13:00:00;40,63;9,35;
"K-B3 ACOEM SW 5";2024-04-21 12:00:00;43,98;8,82;
"K-B3 ACOEM SW 5";2024-04-21 11:00:00;37,03;8,72;
"K-B3 ACOEM SW 5";2024-04-21 10:00:00;41,25;7,58;
"K-B3 ACOEM SW 5";2024-04-21 09:00:00;47,35;6,02;
"K-B3 ACOEM SW 5";2024-04-21 08:00:00;51,29;4,64;
"K-B3 ACOEM SW 5";2024-04-21 07:00:00;55,67;3,52;
"K-B3 ACOEM SW 5";2024-04-21 06:00:00;56,42;3,71;
"K-B3 ACOEM SW 5";2024-04-21 05:00:00;55,44;4,18;
"K-B3 ACOEM SW 5";2024-04-21 04:00:00;55,99;4,36;
"K-B3 ACOEM SW 5";2024-04-21 03:00:00;56,08;4,66;
"K-B3 ACOEM SW 5";2024-04-21 02:00:00;57,17;4,85;
"K-B3 ACOEM SW 5";2024-04-21 01:00:00;56,22;5,34;
"K-B3 ACOEM SW 5";2024-04-21 00:00:00;60,60;5,05;
"K-B3 ACOEM SW 5";2024-04-20 23:00:00;75,40;4,18;
"K-B3 ACOEM SW 5";2024-04-20 22:00:00;81,24;4,39;
"K-B3 ACOEM SW 5";2024-04-20 21:00:00;81,87;4,81;
"K-B3 ACOEM SW 5";2024-04-20 20:00:00;78,56;5,27;
"K-B3 ACOEM SW 5";2024-04-20 19:00:00;72,15;6,54;
"K-B3 ACOEM SW 5";2024-04-20 18:00:00;79,10;5,72;
"K-B3 ACOEM SW 5";2024-04-20 17:00:00;82,72;4,49;
"K-B3 ACOEM SW 5";2024-04-20 16:00:00;71,73;5,77;
"K-B3 ACOEM SW 5";2024-04-20 15:00:00;52,50;8,19;
"K-B3 ACOEM SW 5";2024-04-20 14:00:00;45,58;9,55;
"K-B3 ACOEM SW 5";2024-04-20 13:00:00;43,86;10,28;
"K-B3 ACOEM SW 5";2024-04-20 12:00:00;37,71;11,62;
"K-B3 ACOEM SW 5";2024-04-20 11:00:00;39,09;11,15;
"K-B3 ACOEM SW 5";2024-04-20 10:00:00;49,31;8,50;
"K-B3 ACOEM SW 5";2024-04-20 09:00:00;62,76;5,43;
"K-B3 ACOEM SW 5";2024-04-20 08:00:00;75,11;3,23;
"K-B3 ACOEM SW 5";2024-04-20 07:00:00;83,04;2,21;
"K-B3 ACOEM SW 5";2024-04-20 06:00:00;85,23;1,75;
"K-B3 ACOEM SW 5";2024-04-20 05:00:00;81,19;2,44;
"K-B3 ACOEM SW 5";2024-04-20 04:00:00;78,19;3,26;
"K-B3 ACOEM SW 5";2024-04-20 03:00:00;77,45;3,33;
"K-B3 ACOEM SW 5";2024-04-20 02:00:00;75,79;3,60;
"K-B3 ACOEM SW 5";2024-04-20 01:00:00;74,45;3,85;
"K-B3 ACOEM SW 5";2024-04-20 00:00:00;70,96;4,58;
"K-B3 ACOEM SW 5";2024-04-19 23:00:00;68,63;5,10;
"K-B3 ACOEM SW 5";2024-04-19 22:00:00;67,63;5,37;
"K-B3 ACOEM SW 5";2024-04-19 21:00:00;66,94;5,34;
